Date;Calendrier Zone A;Calendrier Zone B;Calendrier Zone C;Nom de la période;timestamp_unix
2022-07-07;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1657152000
2022-09-20;Hors Vacances;Hors Vacances;Hors Vacances;;1663632000
2022-10-12;Hors Vacances;Hors Vacances;Hors Vacances;;1665532800
2022-10-29;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1667001600
2022-11-27;Hors Vacances;Hors Vacances;Hors Vacances;;1669507200
2022-12-14;Hors Vacances;Hors Vacances;Hors Vacances;;1670976000
2022-12-18;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1671321600
2022-12-24;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1671840000
2022-01-21;Hors Vacances;Hors Vacances;Hors Vacances;;1642723200
2022-02-17;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1645056000
2022-02-27;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1645920000
2022-03-13;Hors Vacances;Hors Vacances;Hors Vacances;;1647129600
2022-03-23;Hors Vacances;Hors Vacances;Hors Vacances;;1647993600
2022-03-28;Hors Vacances;Hors Vacances;Hors Vacances;;1648425600
2022-05-17;Hors Vacances;Hors Vacances;Hors Vacances;;1652745600
2022-05-24;Hors Vacances;Hors Vacances;Hors Vacances;;1653350400
2022-05-29;Pont de l'Ascension;Pont de l'Ascension;Pont de l'Ascension;Pont de l'Ascension;1653782400
2022-06-07;Hors Vacances;Hors Vacances;Hors Vacances;;1654560000
2022-06-15;Hors Vacances;Hors Vacances;Hors Vacances;;1655251200
2022-06-20;Hors Vacances;Hors Vacances;Hors Vacances;;1655683200
2022-08-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1660003200
2022-09-16;Hors Vacances;Hors Vacances;Hors Vacances;;1663286400
2022-09-17;Hors Vacances;Hors Vacances;Hors Vacances;;1663372800
2022-09-22;Hors Vacances;Hors Vacances;Hors Vacances;;1663804800
2022-10-10;Hors Vacances;Hors Vacances;Hors Vacances;;1665360000
2022-10-25;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1666656000
2022-11-30;Hors Vacances;Hors Vacances;Hors Vacances;;1669766400
2022-12-10;Hors Vacances;Hors Vacances;Hors Vacances;;1670630400
2022-12-16;Hors Vacances;Hors Vacances;Hors Vacances;;1671148800
2022-12-19;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1671408000
2022-12-27;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1672099200
