Date;Calendrier Zone A;Calendrier Zone B;Calendrier Zone C;Nom de la période;timestamp_unix
2021-07-03;Hors Vacances;Hors Vacances;Hors Vacances;;1625270400
2021-08-04;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1628035200
2021-10-03;Hors Vacances;Hors Vacances;Hors Vacances;;1633219200
2021-12-24;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1640304000
2021-01-06;Hors Vacances;Hors Vacances;Hors Vacances;;1609891200
2021-01-12;Hors Vacances;Hors Vacances;Hors Vacances;;1610409600
2021-01-27;Hors Vacances;Hors Vacances;Hors Vacances;;1611705600
2021-03-05;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1614902400
2021-05-01;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;1619827200
2021-05-10;Hors Vacances;Hors Vacances;Hors Vacances;;1620604800
2021-06-04;Hors Vacances;Hors Vacances;Hors Vacances;;1622764800
2021-06-05;Hors Vacances;Hors Vacances;Hors Vacances;;1622851200
2021-06-06;Hors Vacances;Hors Vacances;Hors Vacances;;1622937600
2021-06-29;Hors Vacances;Hors Vacances;Hors Vacances;;1624924800
2021-07-01;Hors Vacances;Hors Vacances;Hors Vacances;;1625097600
2021-07-12;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1626048000
2021-08-03;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1627948800
2021-09-08;Hors Vacances;Hors Vacances;Hors Vacances;;1631059200
2021-11-04;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1635984000
2021-11-13;Hors Vacances;Hors Vacances;Hors Vacances;;1636761600
2021-11-22;Hors Vacances;Hors Vacances;Hors Vacances;;1637539200
2021-12-10;Hors Vacances;Hors Vacances;Hors Vacances;;1639094400
2021-12-25;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1640390400
2021-01-21;Hors Vacances;Hors Vacances;Hors Vacances;;1611187200
2021-01-23;Hors Vacances;Hors Vacances;Hors Vacances;;1611360000
2021-04-01;Hors Vacances;Hors Vacances;Hors Vacances;;1617235200
2021-05-26;Hors Vacances;Hors Vacances;Hors Vacances;;1621987200
2021-06-17;Hors Vacances;Hors Vacances;Hors Vacances;;1623888000
2021-06-27;Hors Vacances;Hors Vacances;Hors Vacances;;1624752000
2021-08-12;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1628726400
2021-09-26;Hors Vacances;Hors Vacances;Hors Vacances;;1632614400
2021-10-16;Hors Vacances;Hors Vacances;Hors Vacances;;1634342400
2021-11-14;Hors Vacances;Hors Vacances;Hors Vacances;;1636848000
